NUMBER_OF_SALES;TOTAL_REVENUE;NUMBER_OF_UNIT_SOLD;PURCHASE_DATE;MONTH_ID;DAY_OF_WEEK;TIME_BUCKET;SPENDER_BUCKET;STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
1;7,5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Bakery;Almond Croissant;Pastry
1;12;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea
2;24,8;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;24;8;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea
1;10;4;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
1;12,8;2;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Packaged Chocolate;Dark chocolate;Drinking Chocolate
1;15;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Latte;Barista Espresso
1;3,2;4;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Flavours;Hazelnut syrup;Regular syrup
1;7,5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
1;5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
1;18;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;6,5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Bakery;Hazelnut Biscotti;Biscotti
1;7;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee
1;5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
1;9,5;2;2023/06/11;202306;Sun;EVENING;LOW;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;17,9;2;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Loose Tea;Lemon Grass;Herbal tea
1;4,9;2;2023/06/11;202306;Sun;EVENING;LOW;Astoria;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
6;54;18;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
3;24,8;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
3;30;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Latte;Barista Espresso
8;22,4;28;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Flavours;Hazelnut syrup;Regular syrup
7;50;20;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
8;45;18;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea
6;60;20;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea
4;30;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea
4;51;12;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso
10;38,4;48;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
7;65;26;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
2;24;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea
5;54;18;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea
5;30,8;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee
2;12;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Oatmeal Scone;Scone
8;90;24;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
7;63;14;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Bakery;Scottish Cream Scone ;Scone
6;34,3;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
5;37,5;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Almond Croissant;Pastry
2;25,6;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Packaged Chocolate;Dark chocolate;Drinking Chocolate
7;50;20;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea
14;115;46;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea
5;35,2;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee
11;80;32;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
5;72;16;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
10;75;20;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Bakery;Chocolate Croissant;Pastry
5;42;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea
5;54;18;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea
3;27;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone
3;28;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
5;35;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti
4;35,2;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
9;90;30;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea
2;24;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
7;68,2;22;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
6;54;18;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea
3;19,5;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Bakery;Hazelnut Biscotti;Biscotti
5;52,5;14;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
11;27,2;34;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup
10;90;36;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee
9;110,5;26;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Coffee;Latte Rg;Barista Espresso
4;40,8;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
6;48;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea
3;37,5;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
5;45;18;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
6;72;18;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
7;49;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Croissant;Pastry
5;48;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee
7;55;22;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
6;35,2;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
6;39;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Ginger Scone;Scone
5;59,5;14;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso
3;32;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
7;93,5;22;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee;Latte Rg;Barista Espresso
6;17,6;22;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Flavours;Carmel syrup;Regular syrup
6;63;18;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee
6;40;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
2;12,4;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
4;20;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea
6;60;20;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
6;19,2;24;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Flavours;Carmel syrup;Regular syrup
5;36;18;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
4;26;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Cranberry Scone;Scone
3;24;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea
4;30;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
2;24;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea
3;22,5;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Bakery;Almond Croissant;Pastry
1;7;2;2023/06/12;202306;Mon;MORNING;LOW;Astoria;Bakery;Chocolate Chip Biscotti;Biscotti
1;12;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
7;53,9;22;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
8;99;22;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
2;13,2;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Brazilian Sm;Organic brewed coffee
5;34,3;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
6;32;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee
5;70;20;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Coffee;Brazilian Lg;Organic brewed coffee
3;30;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Cappuccino;Barista Espresso
2;18;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;39,5;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee beans;Jamacian Coffee River;Premium Beans
6;67,5;18;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee;Latte;Barista Espresso
8;80;32;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Tea;Earl Grey Rg;Brewed Black tea
2;36;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
5;28;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee
5;28;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;17,9;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Loose Tea;Lemon Grass;Herbal tea
3;21;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee
3;37,2;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
3;19,5;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Ginger Scone;Scone
5;40;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
5;35;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea
6;76;16;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
10;80;32;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
5;31;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
3;30;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
1;6,5;2;2023/06/12;202306;Mon;MORNING;LOW;Hell's Kitchen;Bakery;Cranberry Scone;Scone
2;28,5;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
6;40;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee
4;20;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
7;52,5;14;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Bakery;Chocolate Croissant;Pastry
6;35;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea
4;36;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
4;28;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Croissant;Pastry
4;42;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee
5;56;16;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee
4;42;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
5;35;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
8;52,8;24;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee
3;19,5;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti
5;12,8;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Flavours;Chocolate syrup;Regular syrup
4;52,5;14;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Coffee;Cappuccino;Barista Espresso
2;21;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
5;60;16;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
5;40;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
3;21;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Ginger Biscotti;Biscotti
2;38;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Loose Tea;Morning Sunrise Chai;Chai tea
6;50;20;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea
5;42;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Espresso shot;Barista Espresso
1;6;2;2023/06/12;202306;Mon;MORNING;LOW;Astoria;Tea;English Breakfast Lg;Brewed Black tea
7;52,5;14;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
2;6,4;8;2023/06/12;202306;Mon;MORNING;LOW;Hell's Kitchen;Flavours;Hazelnut syrup;Regular syrup
4;26;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Hazelnut Biscotti;Biscotti
1;26,66;2;2023/06/09;202306;Fri;AFTERNOON;MEDUIM;Astoria;Packaged Chocolate;Chili Mayan;Drinking Chocolate
1;9;2;2023/06/09;202306;Fri;EVENING;LOW;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;6,2;2;2023/06/09;202306;Fri;EVENING;LOW;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;12,4;4;2023/06/10;202306;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
1;9,8;4;2023/06/10;202306;Sat;AFTERNOON;LOW;Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;5;2;2023/06/10;202306;Sat;EVENING;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;10;4;2023/06/10;202306;Sat;EVENING;LOW;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
1;6;2;2023/06/11;202306;Sun;AFTERNOON;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
2;59;4;2023/06/12;202306;Mon;MORNING;HIGH;Astoria;Coffee beans;Espresso Roast;Espresso Beans
4;35;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
3;30;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
2;12;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Earl Grey Lg;Brewed Black tea
4;30;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
5;11,2;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
2;24;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Rg;Gourmet brewed coffee
4;36;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea
3;25,5;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
2;15;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Almond Croissant;Pastry
7;49;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Bakery;Croissant;Pastry
4;36;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea
4;37,5;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;7,5;2;2023/06/12;202306;Mon;MORNING;LOW;Astoria;Coffee;Latte;Barista Espresso
2;32;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
4;30;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Jumbo Savory Scone;Scone
3;45;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
3;18;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
2;180;4;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee beans;Civet Cat;Premium Beans
1;12;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee
3;6,4;8;2023/06/12;202306;Mon;MORNING;LOW;Astoria;Flavours;Carmel syrup;Regular syrup
4;40;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
4;48;16;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Brazilian Rg;Organic brewed coffee
2;12;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Lemon Grass Lg;Brewed herbal tea
4;28;8;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti
2;28,5;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
4;42;14;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Espresso shot;Barista Espresso
1;17,9;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Loose Tea;Traditional Blend Chai;Chai tea
2;12;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Oatmeal Scone;Scone
3;30;10;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso
2;13;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Bakery;Ginger Scone;Scone
2;84;4;2023/06/12;202306;Mon;MORNING;HIGH;Hell's Kitchen;Coffee beans;Ethiopia;Gourmet Beans
3;19,5;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Bakery;Cranberry Scone;Scone
2;37;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Loose Tea;Serenity Green Tea;Green tea
3;30;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Peppermint Rg;Brewed herbal tea
1;6;2;2023/06/12;202306;Mon;MORNING;LOW;Hell's Kitchen;Bakery;Oatmeal Scone;Scone
1;6;2;2023/06/12;202306;Mon;MORNING;LOW;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;21,9;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Loose Tea;Spicy Eye Opener Chai;Chai tea
1;30;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee beans;Columbian Medium Roast;Gourmet Beans
2;17,6;8;2023/06/10;202306;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee
1;21,9;2;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Astoria;Loose Tea;Spicy Eye Opener Chai;Chai tea
1;12;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;14;4;2023/06/11;202306;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee
2;15;4;2023/06/11;202306;Sun;EVENING;MEDUIM;Astoria;Bakery;Jumbo Savory Scone;Scone
1;15,2;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate
2;18,6;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
3;30;12;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
1;21,9;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Loose Tea;Spicy Eye Opener Chai;Chai tea
3;21;6;2023/06/12;202306;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
1;90;2;2023/06/12;202306;Mon;MORNING;HIGH;Lower Manhattan;Coffee beans;Civet Cat;Premium Beans
1;7;2;2023/06/12;202306;Mon;MORNING;LOW;Hell's Kitchen;Bakery;Ginger Biscotti;Biscotti
1;36;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee beans;Our Old Time Diner Blend;House blend Beans
1;17;4;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Coffee;Cappuccino Lg;Barista Espresso
1;3,2;4;2023/06/12;202306;Mon;MORNING;LOW;Lower Manhattan;Flavours;Chocolate syrup;Regular syrup
1;3,2;4;2023/06/12;202306;Mon;MORNING;LOW;Astoria;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
1;8,5;2;2023/06/12;202306;Mon;MORNING;LOW;Astoria;Coffee;Latte Rg;Barista Espresso
1;15,2;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate
1;19;2;2023/06/12;202306;Mon;MORNING;MEDUIM;Astoria;Loose Tea;Morning Sunrise Chai;Chai tea
2;18;6;2023/06/12;202306;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
4;30;8;2023/06/12;202306;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
3;25,5;10;2023/06/12;202306;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
3;30;10;2023/06/12;202306;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Espresso shot;Barista Espresso
2;15;6;2023/06/12;202306;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
3;18;6;2023/06/12;202306;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
2;12;4;2023/06/12;202306;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;6;2;2023/06/12;202306;Mon;AFTERNOON;LOW;Astoria;Bakery;Oatmeal Scone;Scone
